Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
B2B Marketing on LinkedIn (2018),"While LinkedIn—the world's largest and most powerful network of professionals—is widely recognized as a top recruiting tool, it also offers features that companies and individuals can leverage for business-to-business (B2B) marketing. In this course, join LinkedIn expert Viveka von Rosen as she shares best practices, tips, and strategies for effectively conducting B2B marketing on the LinkedIn platform. Viveka shares step-by-step actions that individuals on your sales team can take using video, updates, InMail, and other features. She also shares how to leverage Company Pages for B2B marketing, including how to best align marketing campaigns with LinkedIn, increase brand and culture awareness with video, and more.",Course,2020-06-25 15:06 UTC,N/A,true,N/A,
Data Resilience with Spring and RabbitMQ Event Streaming,"RabbitMQ is a widely deployed messaging solution and Spring is a popular framework for building modern Java applications. In this course, Gregory Green explains how Spring and RabbitMQ can be used to build a resilient data architecture for critical applications. Learn about RabbitMQ features such as quorum queues, streams, and multi-site replication. Gregory also reviews Spring projects like Spring Cloud and AMQP that simplify building production-ready applications. Plus, learn how Kubernetes improves resiliency for Spring applications and RabbitMQ.",Course,2025-02-04 08:02 UTC,N/A,false,N/A,
InDesign CC 2015 Essential Training,"InDesign is an essential tool for designers, ad agencies, magazines, newspapers, book publishers, and freelancers around the world. It's used to build everything from traditional print publications to interactive PDFs, digital magazines, and ebooks. This course presents a thorough explanation of the core features and techniques that make this page layout application so powerful, fun, and easy to use.<br><br>

Want to learn InDesign in just 20 minutes? Watch the first chapter, which concentrates on the most essential skills: editing text, adding graphics, moving objects, and creating PDFs. Once you're ready to move on, InDesign insider David Blatner will show you the rest of what InDesign has to offer. Learn how to navigate and customize the workspace, manage documents and pages, format text and graphics, experiment with color and gradients, draw and transform shapes, create interactive documents, package your designs for print, and much more.",Course,2017-05-30 09:02 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-01-25 23:40 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel (2021),"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-07-26 07:13 UTC,N/A,false,N/A,
Word 2019 Essential Training,"Learn how to create, edit, format, and share documents with ease using Microsoft Word 2019. Follow along with David Rivers as he shows all the essential features of this powerful tool. This course covers a variety of topics, including leveraging templates and building blocks to create a stylish document with instant purpose; creating numbered and bulleted lists; working with columns and tables; adding images and shapes to your documents; collaborating on documents with your team; and sharing documents via OneDrive, email, and through other means. Plus, learn how to use the proofing tools in Word to check spelling and grammar, get word counts, and more.",Course,2020-03-21 14:18 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:63141,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:63141,Course,2016-10-29 14:05 UTC,N/A,false,N/A,
Pixel Playground,"Take a 10-minute recess and join Bert Monroy in Adobe Photoshop or Illustrator, the playgrounds of digital artists. Bert walks through fun, self-contained projects that test your skills and challenge your imagination. Photoshop and Illustrator programs aren't just image or graphic editors; these programs are sandboxes for creativity and experimentation. Take a spin through a carousel of tools and get reinspired.",Course,2018-09-27 06:29 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:529633,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:529633,Course,2017-07-02 14:22 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-10-26 00:35 UTC,N/A,false,N/A,
Creating and Managing a YouTube Channel (2018),"By creating and curating a YouTube channel, you can build your online identity as you share your content with the world. In this course, learn how to set up a visually compelling new YouTube channel, build up your subscriber base, and convert clicks into action or commerce. Throughout the course, instructor Rich Harrington shares essential strategies for channel creation. Rich explains how to design artwork for your channel and shares tips for using YouTube cards and captions. He also dives into building a YouTube community, managing your channel in Creator Studio, live streaming, and more.",Course,2018-05-27 12:15 UTC,N/A,false,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2024-08-13 06:02 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:135826,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:135826,Course,2016-06-08 16:23 UTC,N/A,false,N/A,
Creating a Short Film: 12 Audio,"Given that film is, at its heart, a visual medium, you might assume that video is more important than audio. However, in some ways, audio can be more important than video. You would probably watch a movie that had subpar picture quality but good audio, but could you sit through a film that had a clear picture with audio that was full of hisses, pops, inaudible dialog, and terrible music? In part 12 of his <i>Creating a Short Film</i> series, Chad Perkins focuses on the importance of audio, covering topics like recording audio on set, composing and recording the score, sound design, and mixing. Chad addresses a wide variety of artistic, technical, and interpersonal issues that may arise when dealing with audio choices, from what kind of mics to use to which personnel to hire. As Chad illustrates in this course, enhancing the audio of your film can make a huge difference in the impact it has on the people who see it.<br><br>Note: This course is one of a 13-part series, showing the actual techniques filmmakers use to create cinema-quality films. Explore more of the series <a href=""https://www.linkedin.com/learning/instructors/chad-perkins?u=104"" target=""_blank"">here</a>.<br><br>This course was created by Chad Perkins. We are pleased to host this training in our library.",Course,2022-07-01 18:42 UTC,N/A,false,N/A,
Agile Project Management: Comparing Agile Tools (2019),"Agile is an exciting way to quickly deliver higher-quality products to your customer. New agile tools are emerging every day. This course helps you compare the strengths and capabilities of several different agile software tools, including Microsoft Excel, Atlassian JIRA, VersionOne, Microsoft Team Foundation Server (TFS), CA Agile Central (formerly Rally), and Agility Health. You'll see the advantages of simple tools like spreadsheets versus more complex solutions like complete product management packages. This course helps project managers, software developers, and other professionals determine which tool is the best fit for their team. Agile expert Doug Rose provides a fast-paced tour and an unvarnished look at what some of the tools get right and what some get wrong.  Doug concludes each section with suggested strategies for selecting the right tool for your team—always remembering that no tool should ever overshadow the core values outlined in the agile manifesto.",Course,2016-11-19 07:21 UTC,N/A,false,N/A,
Ken Blanchard on Servant Leadership,"Self-serving leaders can be both destructive and highly ineffective. By making leadership all about them, they create a negative working environment where employees often lack the motivation to produce their best work. In this concise course, Ken Blanchard—a pioneer in the leadership space—shares his insights on servant leadership. Ken discusses practical ways for leaders to implement this approach in their organization, covering habits of servant leaders, how to create a servant leader culture, and how to manage effectively. Upon completing this course, you'll have a greater understanding of how to operate as a servant leader, and shift your focus from yourself to your employees and what you're ultimately trying to accomplish.",Course,2020-12-09 08:51 UTC,N/A,false,N/A,
Project Management Foundations: Teams (2014),"n this course, author and PMP Bob McGannon teaches you how to understand team members, build a strong team from your talent pool, shape their work, and maximize success.<br><br>Along the way, discover how to negotiate for key resources, appreciate and maximize individual working styles, use emotional intelligence to add a personal approach to your management style, and resolve conflict.",Course,2020-06-18 17:17 UTC,N/A,false,N/A,
Construction Management: Modular Construction Methods,"Modular construction is a collection of practices and techniques for constructing buildings offsite.  These factories can build walls, rooms, or entire multistory buildings using the same materials, codes, and standards as conventionally built construction. In this course, you can learn about the different types of modular construction, understand their limitations and advantages, and learn how to manage the modular construction process. Instructor Jim Rogers also explains how onsite and premanufactured processes combine and describes how to leverage modular components in a traditional construction project in order to leverage benefits such as increased sustainability.",Course,2021-05-18 17:34 UTC,N/A,false,N/A,
Microsoft Project 2010 Essential Training,"Master Microsoft® Project and manage your projects more efficiently and successfully. In this detailed course, project management expert Bonnie Biafore shows how to use Microsoft Project to schedule and manage projects both large and small. Learn how to set up projects, add and link tasks, assign resources, fix scheduling issues, deal with resource conflicts, and track project progress. The course also covers examining project performance with views and reports, and communicating with teams by sharing projects in different formats.",Course,2017-10-07 06:52 UTC,N/A,false,N/A,
Excel Supply Chain Analysis: Solving Transportation Problems,"<p>Microsoft Excel can be a secret advantage when it comes to solving complex supply chain challenges. Follow along with instructor Curt Frye as he shows how to use the Excel Solver add-in to minimize transportation and transshipment costs within a supply chain. Curt covers a range of topics, including how to analyze fixed costs and facility opening decisions, enforce level of service constraints, and perform scenario analysis. He also provides problem scenarios for you to solve, then goes through the solutions for each. After watching this course and working through the examples, you'll be able to describe the techniques specialized supply chain programs use to arrive at their results.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-transportation-professional-certificate?u=104"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2024-06-18 09:32 UTC,N/A,false,N/A,
Learning Revit,"Autodesk Revit is one of the most popular building information modeling (BIM), solutions today. This course covers the differences between the various editions of Revit and shows architects and engineers who are new to the software how to use them. Learn how to choose a template; set up the basic levels, grids, and dimensions; and start adding walls, doors, and windows to your model. Author Paul F. Aubin also shows how to create views and documentation that clearly communicate your plans, import files from other CAD programs, and produce construction documents.<br><br>Note: The techniques shown in this course will work with any version of Revit, but due to backwards compatibility issues, the exercise files for this course will only work with Revit 2014. Unfortunately, we cannot downsave the files. Please see a Revit 2013 course for usable files.",Course,2016-12-30 10:31 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007886,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007886,Course,2020-02-21 07:25 UTC,N/A,false,N/A,
Conducting a SWOT Analysis,"Your organization's landscape is constantly changing, as are markets, consumer preferences, and the economy in general. You may have solid plans in place, but when the unexpected strikes, you may be forced to pivot and re-evaluate your options. In this course, innovation and business strategy expert Jim Belfiore shows you how to use the incredibly simple yet powerful SWOT (strengths, weaknesses, opportunities, threats) methodology to evaluate your company’s footing and develop a strategic business plan. Jim shares how to leverage strengths, convert weaknesses, use opportunities, and neutralize threats to bolster your business. In addition, he explains how to use SWOT analysis for personal and organizational growth and drive positive change in yourself and your organization. 


<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2021-07-09 14:25 UTC,N/A,false,N/A,
Creating Great First Impressions,"First impressions matter. Whether you're walking into a meeting, interview, or negotiation, you need to know how to instantly build rapport. Luckily, the ability to make a lasting first impression isn't an innate skill; there's actually a science to it. In this course, Vanessa Van Edwards—lead investigator at Science of People, a human behavior research lab—shares research-backed strategies that can help you make the first few seconds of any interaction count. Vanessa dives into the body language that is essential to an engaging first impression, the vocal cues that help you sound confident both in person and on the phone, and the best opening lines for sparking a great conversation. Plus, get tips for changing dull small talk into a lively and memorable conversation.",Course,2021-09-26 10:32 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Kat Norton,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.
<br><br>
Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with over one million social media followers—as she shares tips and answers to common questions about Microsoft Excel. Topics include removing and rearranging data using the PivotTable, creating custom number formats, scanning data from paper documents into Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2023-02-05 11:26 UTC,N/A,false,N/A,
Connecting with Your Audience Using Video,"Learn about the power of video and how to use it to develop a strong online presence and connect with an audience. Appearing authentic on camera doesn’t come naturally to everyone, but there are techniques you can practice to become comfortable on camera. Instructor Jaime Cohen walks you through how to use video to create an effective online presence, how to become comfortable on camera, and how to connect with your audience. Jaime covers both the technical and performance aspects of cultivating a unique personal brand online through video.",Course,2021-12-25 10:17 UTC,N/A,false,N/A,
Excel: Advanced Formulas and Functions (2022),"Follow along with Excel expert Dennis Taylor as he demystifies the hundreds of formulas and functions available in Excel. Dennis starts with a few critical formula shortcuts that will speed up your work, then covers a variety of functions, such as VLOOKUP, MATCH, and INDEX, statistical functions, text functions, and date and time, math, text, and information functions. Dennis provides practical examples to help viewers easily transition to using Excel's most powerful formulas and functions in real-world scenarios. Note that this course is recorded in Excel for Office 365 but anyone using a recent version—including 2019, 2016, and 2013—will be able to follow along.",Course,2020-07-28 21:38 UTC,N/A,false,N/A,
How to Make Strategic Thinking a Habit (2020),"Working hard is important—but what's really critical is making sure you're working on the right things. That's what strategic thinking enables you to do. In this course, Dorie Clark shares frameworks and strategies to help you make strategic thinking a daily habit, so that you can make the best use of your time, energy, and effort at work. Discover how to set yourself up for success by carving out time for strategic thinking and adjusting your routine to spark more strategic thoughts. Get tactics for thinking strategically about the tasks and decisions that lie ahead of you, as well as how to revisit past decisions to glean valuable insights. Learn how to change the way you approach your to-do list and examine the root cause of problems to devise better solutions. Plus, Dorie explains how to consistently ask yourself the right questions, so that you don't get off track.",Course,2021-01-13 12:02 UTC,N/A,false,N/A,
Creating an Editorial Calendar (2016),"Ever publish a video or article that didn't get the attention you think it deserved? Are you often juggling competing messages and stories? Editorial calendars help you organize and schedule your marketing campaigns and ensure your content meets its potential. Here Brian Honigman covers the best practices for creating and using an editorial calendar. He'll walk you through the choices you need to consider before choosing a calendar format (master or secondary; department specific or task specific) and selecting a tool (a simple spreadsheet or a CMS like WordPress). He then shows you how to create your calendar, and execute on it consistently going forward.",Course,2016-09-16 13:44 UTC,N/A,false,N/A,
After Effects 2020 New Features,"After Effects 2020 is here. Want to know how this new version will impact your motion graphics workflow? This course covers the latest upgrade, focused around the new, more powerful Content-Aware Fill. Discover how to remove an object, create a reference frame, and remove a logo on a smooth surface with this intelligent editing tool. Instructor Mark Christiansen provides practical tips to help you get the most from this forward-looking update.",Course,2020-09-25 08:30 UTC,N/A,false,N/A,
Learn LinkedIn Sales Navigator (2020),"Find more leads and build out your social sales strategy with the power of LinkedIn Sales Navigator. LinkedIn is a natural platform for social selling, and with Sales Navigator you can increase your opportunity for successful connections. In this course, Donna Alexander shows you how to find new leads, review updates and lead suggestions, view member profiles and company accounts, and use shared connections to make an introduction. She also shows how you can use InMail to increase your sales success with targeted messaging, and prospect on the go with the Sales Navigator mobile app. Plus, learn how to sync Sales Navigator with your CRM and adjust your preferences to make Sales Navigator work perfectly for you.",Course,2020-06-25 15:15 UTC,N/A,true,N/A,
SOLIDWORKS 2020 Essential Training,"SOLIDWORKS is the premier product-design software—enabling you to deliver innovative solutions to market faster. In this course, Gabriel Corbett teaches you how to build ready-to-manufacture parts and assemblies as well as detailed drawings and itemized bills of materials in SOLIDWORKS 2020. Learn how to create 2D sketches and then extrude, revolve, loft, and sweep these features into 3D objects. Find out how to make cuts and create standard holes, and explore more advanced modeling techniques using blocks, mirroring, and the SOLIDWORKS pattern tools. Then review best practices for putting parts together in assemblies and creating detailed drawings. Along the way, Gabriel highlights new features from the 2020 release, as well as features designed for users with pen or touch devices.",Course,2021-06-28 15:21 UTC,N/A,false,N/A,
Drawing Simplified Maps in Illustrator,"Maps are a common design task, not to mention a lot of fun, but how can you create a simplified map in Adobe Illustrator? In this course, instructor Tony Harmer shows you, step by step, how to create a simplified map to mark a route, show a location, or act as a guide. Tony begins by defining a map and explaining some intellectual property  rights that you may need to consider. Then he explains several basics, such as color schemes, styles, and masks, that you will need in creating your map. Tony walks you through each step to create a simplified map, then concludes with a detailed discussion on building pictorial maps.",Course,2021-10-10 21:47 UTC,N/A,false,N/A,
Find Your Passion: How Padma Lakshmi Found Hers,"Throughout Padma Lakshmi's impressive career, she has assumed a range of roles, including model, author, and executive producer of an Emmy award-winning show: <i>Top Chef</i>. In this course, Padma digs into the life and career experiences that helped her find success. Along the way, she shares practical strategies that can help professionals of all stripes find their unique place in the world, face their fears, and seize the opportunities that come their way. Tune in to get Padma's advice for young women on how to land their dream job, as well as her thoughts on the importance of giving back to your community—both by helping to eradicate inequality and by being vulnerable about your own challenges. Plus, she shares her take on why it's essential to nurture your own health and passions throughout your journey.",Course,2021-01-12 07:28 UTC,N/A,false,N/A,
"Diversity, Inclusion, and Belonging","<p>Diversity is having a culture that values uniqueness: people of different backgrounds, cultures, genders, and races. Inclusion means inviting diverse groups to take part in company life. If you're tuned into conversations about HR, you've probably heard these terms before. But there's a third critical piece: belonging. It's belonging that makes each individual feel accepted for who they are. Explore the diversity, inclusion, and belonging (DIB) approach, and discover how to activate it in your organization. Join HR luminary Pat Wadors as she explains how to drive the conversation on DIBs, hire and retain diverse talent, listen to employees, and integrate DIBs into your employee lifecycle. Managers and executives should tune in for special tips on embedding DIBs in the employee experience.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/succeeding-as-a-new-manager-professional-certificate-by-linkedin-learning?u=104"" target=""_blank"">Professional Certificate</a> from LinkedIn Learning.</p>",Course,2021-07-06 16:22 UTC,N/A,false,N/A,
Learning Outlook Customer Manager,"Keep information about your customers centralized and readily accessible to ensure your business runs smoothly. Jess Stratton shows you how to use Outlook Customer Manager, a new customer relationship management tool that works seamlessly with your Microsoft Outlook email account because it is built-in. This course explores how you can use the tool to store and access data, set up contacts, and more, so the information about your customer accounts stays organized and at your fingertips.
<br><br>
Jess begins by showing what you can and can't do in Outlook Customer Manager, and shows how to obtain the tool with your Office 365 subscription. She then walks through how to view customer data by navigating the interface and utilizing the sidebar in Microsoft Outlook. Next, Jess shows how to work with customer data in-depth, including how to set up new potential deals, set reminders for yourself and your colleagues, and share sales data with your team.",Course,2017-03-07 14:48 UTC,N/A,false,N/A,
Jodi Glickman on Pitching Yourself (2018),"Pitching is a universal skill. The time will come when you need to pitch an idea, a project, or even yourself. But you may stumble when the moment strikes—if you don't have a quick and effective process to nail the pitch. In this free course, thought leader Jodi Glickman shares her go-to approach for selling your ideas, your story, and yourself. Learn three easy steps to a successful pitch: destination, backstory, and connecting the dots.",Course,2020-12-25 09:33 UTC,N/A,false,N/A,
Executive Presence on Video Conference Calls,"Learn how to shine on video conference calls. Communication consultant Jessica Chen provides expert advice to look and sound confident, collected, and smart on your next conference call or video presentation. Discover how to prepare your material, how to contribute to the call, and how to incorporate engaging visuals. Get body language, posture, and wardrobe tips to make a powerful impression. Finally, learn the technical details to building a mini ""studio"" for conducting calls, including choosing a webcam, lighting yourself, and placing a microphone for quality sound. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2020-12-26 10:40 UTC,N/A,false,N/A,
Azure AI Engineer Associate (AI-102) Cert Prep: Implement Generative AI Solutions,"Are you preparing for the Azure AI Engineer Associate AI-102 exam? Or just looking for training in Azure OpenAI to help you or your company deploy generative AI solutions? In this course, software consultant and Microsoft MVP Alec Harrison shares hands-on demos aimed at helping you ace the subjects tested in the Implement Generative AI Solutions domain of the AI-102 exam. Learn about the code, low code, and no code solutions that can help you leverage generative AI in your daily workflows. Learn how to use generative AI out of the box, along with advanced topics like prompt engineering and fine-tuning the Azure OpenAI model. Whether you’re preparing for the exam or looking to develop new skills, this course will help you get started implementing generative AI in your work.",Course,2025-06-01 12:26 UTC,N/A,false,N/A,
Excel Tips Weekly,"<p>This tips-based course will show Excel users productivity-boosting tricks, cool hidden features, need-to-know functions, and advanced content on subjects such as using PivotTables for data analysis. Tune in every Tuesday for a new tip from expert Dennis Taylor. Each tutorial is a short, self-contained lesson guaranteed to give you new insights into Excel.</p><p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.</p>",Course,2018-02-23 05:17 UTC,N/A,false,N/A,
Real Estate Analysis Foundations,"Build a toolkit of professional-grade real estate analysis techniques that will help you evaluate investment opportunities, portfolios, and returns. Analysis is the number one skill you need to master to succeed in the competitive and ever-changing field of real estate. Professional investor Symon He has trained thousands of students from hundreds of countries—proving the same techniques can be used worldwide. In this course, he provides four advanced, Excel-based investment models and shows how to use these free tools to analyze a variety of opportunities, from single-unit rentals to fix and flips to multi-unit apartments. He also explores the investment process, so you can see where analysis fits in, and discusses the three primary investment strategies. He includes advice on measuring your returns and factoring in the impact of debt financing, and reviews five real-world case studies that show how investment analysis can uncover priceless insights.",Course,2020-08-06 22:16 UTC,N/A,true,N/A,
Using Power BI with Excel (2019),"Take your analysis skills to the next level. Power BI is a powerful data analytics tool that is streamlining the way business works with data. In this course, you can learn how to combine the power of a familiar tool, Microsoft Excel, with all the potential offered by Power BI. Discover how to conduct power pivots, import data, clean and shape data, as well as model data, perform calculations with Data Analysis Expressions (DAX), and visualize data with the variety of built-in charts and graphs in Power BI. Plus, explore a great primer on PivotTables and PivotCharts. By the end of this course, you will be equipped with new skills to take your data analysis to the next level.<br><br>

This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""25%"" width=""25%"">",Course,2021-03-20 14:43 UTC,N/A,false,N/A,
Excel: Lookup Functions in Depth (2020),"Microsoft Excel offers a variety of powerful lookup functions that allow you to easily retrieve information across spreadsheets. In this course, Excel expert Dennis Taylor demystifies some of the most  significant lookup functions. Tune in to learn how to use the new XLOOKUP function, which can handle all the capabilities of the widely used VLOOKUP and HLOOKUP functions, in addition to providing more power and flexibility. Explore uses of the MATCH function and the newer, more robust XMATCH function to match up data, and learn how to extract data using the INDEX function. Discover how to restructure the lists being searched to ensure that you're using each function efficiently, and learn about dynamic array lookup functions like UNIQUE, SORT, SORTBY, and FILTER. Along the way, Dennis shares practical examples that help you grasp how to implement these functions in your workflow.",Course,2023-05-02 19:31 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:4542091,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:4542091,Course,2023-12-06 12:34 UTC,N/A,false,N/A,
Les fondements de la résolution de conflits (2017),"Améliorez vos relations avec vos collègues, clients et supérieurs, et sortez du conflit en adoptant une attitude coopérative. Dans cette formation, Lisa Gates, conseillère en négociation, partage les secrets d'une résolution de conflits efficace et révèle des techniques simples et reproductibles qui s'appliquent à la plupart des situations professionnelles. Elle présente une structure en six étapes pour défricher et gérer la résolution des conflits, en identifiant le problème, en distinguant les individus du problème, en surmontant les obstacles à la résolution, en déterminant les différences culturelles et en parvenant à un accord.",Course,2018-10-24 15:31 UTC,N/A,false,N/A,
Copilot in Excel: Supercharge Your Productivity,"Imagine being able to create sophisticated Excel spreadsheets and charts—and quickly glean insights for your stakeholders—using nothing more than a simple chat prompt. With Microsoft 365 Copilot, which brings the power of large language models (LLMs) to your favorite productivity apps, this can be your reality <em>today</em>. Join Jess Stratton as she shows beginners and experts alike how to use Copilot to radically simplify common Excel workflows.",Course,2025-06-20 16:06 UTC,N/A,false,N/A,
Carter Beauford: Under the Table and Drumming,"Learn drumming from a world-class musician. Carter Beauford, world-famous drummer for the Dave Matthews Band, performs along with the rhythm tracks from six of the band's best songs, including ""Ants Marching"" and ""Satellite."" Carter covers such topics as left-hand lead and open-hand approaches, fills, double-bass drums, drum set and cymbal setup, time feel, background and influences, and more. He also discusses the early days of the Dave Matthews Band. These lessons are valuable for drummers of all levels, as well as any musician who plays or programs drums.<br><br>

This course was created by Alfred Music. We are pleased to offer this training in our library.",Course,2021-06-21 14:32 UTC,N/A,false,N/A,
Engineering Product-Led Growth,"Learn how to strategically grow your business with a product-led approach—a shift from traditional sales-led growth models that helps a business focus itself around its key benefit to customers; their products themselves. Industry expert Esben Friis-Jensen shares the key tenets of a product-led strategy, and explains how to apply it to your particular organization and products, how to drive acquisition and conversion in a product-led environment, and the best ways to measure success at a product-led organization.",Course,2024-04-19 22:33 UTC,N/A,false,N/A,
Introduction to WordPress Block Themes,"<p>Ever since their introduction to WordPress 6.0, block themes have been at the forefront of the way WordPress themes are created. And as the technology that supports this type of theme improves with each new release, you need to keep your skills up-to-date to stay relevant in the field.</p><p>In this course, join instructor Daisy Olsen as she shows you how to use block themes to build and maintain sites more efficiently and quickly with less overhead. Explore the core concepts and practical application of block themes using the Site Editor, global settings and styles, and the theme.json file configuration to prepare your theme for export. By the end of this course,you’ll be equipped with the skills you need to know to create and modify a block theme without writing a single line of code.</p>",Course,2024-04-23 15:38 UTC,N/A,false,N/A,
Introduction to Azure AI Foundry: Exploring Services and Capabilities,"Discover the power of Azure AI Foundry. In this course from Learn-it Labs, instructor Walt Ritscher shows you how to make your web applications smarter and more efficient using advanced AI models and services. Explore what the Foundry is and where to find it, including hubs, projects, and the management center, along with how to use essential tools such as models, playgrounds, AI services, agents, code, and fine-tuning techniques. Find out how to locate, compare, and benchmark different models within the model catalog, and learn the steps to deploy them effectively. Walt shares tips for enhancing models using playgrounds by testing DALL-E models and chat models, and creating and editing simple prompt flows using the prompt flow editor and Python template code. This course is an ideal fit for web developers, data scientists, AI enthusiasts, and anyone interested in leveraging AI to elevate their application development skills.",Course,2025-04-09 11:32 UTC,N/A,false,N/A,
Uncovering Your Authentic Self at Work,"Despite decades of diversity and inclusion efforts, people sometimes feel forced to choose between being included and being themselves. Join Kenji Yoshino, renowned NYU Law professor and director of the Center for Diversity, Inclusion, and Belonging, to learn about covering, a strategy that people may use to downplay a stigmatized identity and blend into the mainstream. This course explores the four dimensions of covering, provides quantitative and qualitative data on covering in corporate America, and presents strategies for “uncovering talent” and contributing to a more authentic workplace.",Course,2021-11-27 10:25 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2819030,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2819030,Course,2020-11-12 00:56 UTC,N/A,false,N/A,
Business Analysis Foundations: Fundamentals (2014),"Every project needs someone that can help turn ideas into reality: a business analyst. Join author and certified business analyst Haydn Thomas as he walks you through the fundamentals of business analysis tools and techniques. Haydn will demonstrate how these skills are used to gather requirements and identify solutions to provide better business outcomes on your change initiatives.<br><br>

Discover where business analysis lives in the project life cycle, how to initiate a project, the best way to gather requirements, and smart strategies to monitor results and test outcomes.",Course,2017-10-31 15:56 UTC,N/A,false,N/A,
SketchUp Pro: Interior Design Detailing,"If you have any experience with SketchUp, you know how effective a tool it is in bringing your designs to life. In this course, interior design expert Rebecca Terpstra teaches you how to create an interior design in SketchUp Pro from a basic floor plan, build it up three-dimensionally, populate the space with furniture and fixtures, and create the documentation needed to deliver it to a client or contractor. Rebecca also illustrates the versatility of SketchUp Pro, first working with an imported .dwg drawing file from AutoCAD, then showing how to import a hand-drawn floor plan and work with it in SketchUp. As with many design programs, diving into a project is one of the best ways to learn, and Rebecca provides custom-made exercise files to guide you through the tutorials. After this course, you’ll have a better understanding of what SketchUp Pro has to offer designers, as well as clients.",Course,2022-07-07 07:15 UTC,N/A,false,N/A,
